Unnamed: 0,Random Order,Model,Emotion,Sex,Race,Age,condition_name,image_filename,Run Number,ISI
77,0.224698936,3,Anger,Female,African,Young,faces,5Anger_Model3_1Female_3African_1Young.mp4,1,2
33,0.552764978,5,Pain,Male,EA,Young,faces,7Pain_Model5_2Male_2EA_1Young.mp4,1,1
46,0.912625547,1,Pleasure,Male,EA,Old,faces,8Pleasure_Model1_2Male_2EA_2Old.mp4,1,2
89,0.741126379,3,Surprise,Female,African,Young,faces,2Surprise_Model3_1Female_3African_1Young.mp4,1,2
68,0.377535034,5,Sad,Male,WC,Old,faces,6Sad_Model5_2Male_1WC_2Old.mp4,1,2
83,0.505641457,4,Pleasure,Male,African,Young,faces,8Pleasure_Model4_2Male_3African_1Young.mp4,1,1
38,0.15961951,2,Fear,Female,WC,Old,faces,3Fear_Model2_1Female_1WC_2Old.mp4,1,1
46,0.028707423,4,Happy,Male,EA,Old,faces,1Happy_Model4_2Male_2EA_2Old.mp4,1,1
74,0.788780531,4,Pleasure,Female,WC,Old,faces,8Pleasure_Model4_1Female_1WC_2Old.mp4,1,2
58,0.09683478,1,Anger,Male,EA,Old,faces,5Anger_Model1_2Male_2EA_2Old.mp4,1,2
24,0.472406733,5,Surprise,Male,African,Old,faces,2Surprise_Model5_2Male_3African_2Old.mp4,1,2
24,0.770355315,2,Happy,Male,African,Old,faces,1Happy_Model2_2Male_3African_2Old.mp4,1,1
14,0.366630495,3,Disgust,Female,WC,Old,faces,4Disgust_Model3_1Female_1WC_2Old.mp4,1,1
23,0.104817146,2,Happy,Male,African,Young,faces,1Happy_Model2_2Male_3African_1Young.mp4,1,2
93,0.778462109,4,Anger,Male,EA,Young,faces,5Anger_Model4_2Male_2EA_1Young.mp4,1,1
37,0.762475345,3,Sad,Female,WC,Young,faces,6Sad_Model3_1Female_1WC_1Young.mp4,1,1
61,0.846790418,1,Surprise,Female,WC,Young,faces,2Surprise_Model1_1Female_1WC_1Young.mp4,1,3
91,0.475716422,1,Disgust,Male,WC,Young,faces,4Disgust_Model1_2Male_1WC_1Young.mp4,1,3
23,0.071996273,3,Disgust,Male,African,Young,faces,4Disgust_Model3_2Male_3African_1Young.mp4,1,4
86,0.446019145,2,Pain,Female,WC,Old,faces,7Pain_Model2_1Female_1WC_2Old.mp4,1,2
75,0.010589325,5,Fear,Female,EA,Young,faces,3Fear_Model5_1Female_2EA_1Young.mp4,1,2
35,0.26203225,5,Pain,Male,African,Young,faces,7Pain_Model5_2Male_3African_1Young.mp4,1,1
55,0.219655448,4,Sad,Male,WC,Young,faces,6Sad_Model4_2Male_1WC_1Young.mp4,1,2
27,0.612184977,3,Happy,Female,EA,Young,faces,1Happy_Model3_1Female_2EA_1Young.mp4,1,1
12,0.969883626,3,Pain,Male,African,Old,faces,7Pain_Model3_2Male_3African_2Old.mp4,1,3
33,0.123529221,3,Happy,Male,EA,Young,faces,1Happy_Model3_2Male_2EA_1Young.mp4,1,3
54,0.584621289,2,Pleasure,Female,African,Old,faces,8Pleasure_Model2_1Female_3African_2Old.mp4,1,2
75,0.750724877,4,Pleasure,Female,EA,Young,faces,8Pleasure_Model4_1Female_2EA_1Young.mp4,1,2
77,0.808014681,4,Pleasure,Female,African,Young,faces,8Pleasure_Model4_1Female_3African_1Young.mp4,1,2
25,0.148583788,4,Disgust,Female,WC,Young,faces,4Disgust_Model4_1Female_1WC_1Young.mp4,1,2
66,0.607700718,5,Sad,Female,African,Old,faces,6Sad_Model5_1Female_3African_2Old.mp4,1,2
94,0.37430417,2,Pain,Male,EA,Old,faces,7Pain_Model2_2Male_2EA_2Old.mp4,1,2
43,0.347253055,2,Fear,Male,WC,Young,faces,3Fear_Model2_2Male_1WC_1Young.mp4,1,2
90,0.442562706,1,Disgust,Female,African,Old,faces,4Disgust_Model1_1Female_3African_2Old.mp4,1,1
46,0.65167267,5,Disgust,Male,EA,Old,faces,4Disgust_Model5_2Male_2EA_2Old.mp4,1,1
36,0.148827723,4,Disgust,Male,African,Old,faces,4Disgust_Model4_2Male_3African_2Old.mp4,1,3
60,0.781878143,1,Anger,Male,African,Old,faces,5Anger_Model1_2Male_3African_2Old.mp4,1,1
52,0.469849404,2,Pleasure,Female,EA,Old,faces,8Pleasure_Model2_1Female_2EA_2Old.mp4,1,5
48,0.051588978,3,Sad,Male,African,Old,faces,6Sad_Model3_2Male_3African_2Old.mp4,1,1
17,0.751915066,1,Sad,Female,African,Young,faces,6Sad_Model1_1Female_3African_1Young.mp4,1,2
93,0.091439636,1,Disgust,Male,EA,Young,faces,4Disgust_Model1_2Male_2EA_1Young.mp4,1,2
58,0.399738904,3,Fear,Male,EA,Old,faces,3Fear_Model3_2Male_2EA_2Old.mp4,1,2
28,0.992261333,5,Pain,Female,EA,Old,faces,7Pain_Model5_1Female_2EA_2Old.mp4,1,1
90,0.42136697,3,Surprise,Female,African,Old,faces,2Surprise_Model3_1Female_3African_2Old.mp4,1,2
44,0.793416109,4,Happy,Male,WC,Old,faces,1Happy_Model4_2Male_1WC_2Old.mp4,1,1
49,0.453623837,2,Pleasure,Female,WC,Young,faces,8Pleasure_Model2_1Female_1WC_1Young.mp4,1,2
7,0.864328591,3,Pain,Male,WC,Young,faces,7Pain_Model3_2Male_1WC_1Young.mp4,1,2
63,0.690133242,2,Anger,Female,EA,Young,faces,5Anger_Model2_1Female_2EA_1Young.mp4,1,1
89,0.878567036,2,Pain,Female,African,Young,faces,7Pain_Model2_1Female_3African_1Young.mp4,1,3
93,0.618834431,3,Surprise,Male,EA,Young,faces,2Surprise_Model3_2Male_2EA_1Young.mp4,1,2
18,0.106691745,4,Pain,Female,African,Old,faces,7Pain_Model4_1Female_3African_2Old.mp4,1,2
93,0.867228309,5,Pleasure,Male,EA,Young,faces,8Pleasure_Model5_2Male_2EA_1Young.mp4,1,1
83,0.54337917,2,Surprise,Male,African,Young,faces,2Surprise_Model2_2Male_3African_1Young.mp4,1,1
3,0.526148385,3,Pain,Female,EA,Young,faces,7Pain_Model3_1Female_2EA_1Young.mp4,1,2
89,0.112879683,1,Disgust,Female,African,Young,faces,4Disgust_Model1_1Female_3African_1Young.mp4,1,2
25,0.365981631,3,Happy,Female,WC,Young,faces,1Happy_Model3_1Female_1WC_1Young.mp4,1,2
51,0.921303688,4,Sad,Female,EA,Young,faces,6Sad_Model4_1Female_2EA_1Young.mp4,1,1
18,0.14283013,2,Happy,Female,African,Old,faces,1Happy_Model2_1Female_3African_2Old.mp4,1,3
53,0.316263874,5,Happy,Female,African,Young,faces,1Happy_Model5_1Female_3African_1Young.mp4,1,2
92,0.45797992,3,Surprise,Male,WC,Old,faces,2Surprise_Model3_2Male_1WC_2Old.mp4,1,3
28,0.55275229,4,Disgust,Female,EA,Old,faces,4Disgust_Model4_1Female_2EA_2Old.mp4,1,2
15,0.331003732,3,Disgust,Female,EA,Young,faces,4Disgust_Model3_1Female_2EA_1Young.mp4,1,2
64,0.633217759,2,Anger,Female,EA,Old,faces,5Anger_Model2_1Female_2EA_2Old.mp4,1,3
60,0.103132288,3,Fear,Male,African,Old,faces,3Fear_Model3_2Male_3African_2Old.mp4,1,1
8,0.588114089,5,Anger,Male,WC,Old,faces,5Anger_Model5_2Male_1WC_2Old.mp4,1,1
62,0.471666939,2,Anger,Female,WC,Old,faces,5Anger_Model2_1Female_1WC_2Old.mp4,1,3
83,0.870903944,3,Anger,Male,African,Young,faces,5Anger_Model3_2Male_3African_1Young.mp4,1,2
92,0.293314128,1,Disgust,Male,WC,Old,faces,4Disgust_Model1_2Male_1WC_2Old.mp4,1,2
81,0.692810719,5,Fear,Male,EA,Young,faces,3Fear_Model5_2Male_2EA_1Young.mp4,1,4
21,0.61246666,1,Sad,Male,EA,Young,faces,6Sad_Model1_2Male_2EA_1Young.mp4,1,1
64,0.40252398,1,Surprise,Female,EA,Old,faces,2Surprise_Model1_1Female_2EA_2Old.mp4,1,3
52,0.399368731,3,Fear,Female,EA,Old,faces,3Fear_Model3_1Female_2EA_2Old.mp4,1,2
73,0.833175236,3,Anger,Female,WC,Young,faces,5Anger_Model3_1Female_1WC_1Young.mp4,1,3
25,0.659552331,1,Fear,Female,WC,Young,faces,3Fear_Model1_1Female_1WC_1Young.mp4,1,2
29,0.197221454,1,Fear,Female,African,Young,faces,3Fear_Model1_1Female_3African_1Young.mp4,1,1
43,0.219426783,4,Happy,Male,WC,Young,faces,1Happy_Model4_2Male_1WC_1Young.mp4,1,1
11,0.882428062,5,Anger,Male,African,Young,faces,5Anger_Model5_2Male_3African_1Young.mp4,2,2
79,0.098214657,4,Pleasure,Male,WC,Young,faces,8Pleasure_Model4_2Male_1WC_1Young.mp4,2,1
73,0.63543583,1,Pain,Female,WC,Young,faces,7Pain_Model1_1Female_1WC_1Young.mp4,2,1
49,0.818515189,5,Happy,Female,WC,Young,faces,1Happy_Model5_1Female_1WC_1Young.mp4,2,2
53,0.58275054,1,Anger,Female,African,Young,faces,5Anger_Model1_1Female_3African_1Young.mp4,2,1
6,0.634102119,4,Surprise,Female,African,Old,faces,2Surprise_Model4_1Female_3African_2Old.mp4,2,5
74,0.826763584,5,Fear,Female,WC,Old,faces,3Fear_Model5_1Female_1WC_2Old.mp4,2,1
27,0.361960842,4,Disgust,Female,EA,Young,faces,4Disgust_Model4_1Female_2EA_1Young.mp4,2,1
69,0.473102556,2,Anger,Male,EA,Young,faces,5Anger_Model2_2Male_2EA_1Young.mp4,2,1
28,0.127952263,3,Happy,Female,EA,Old,faces,1Happy_Model3_1Female_2EA_2Old.mp4,2,1
17,0.755675543,5,Surprise,Female,African,Young,faces,2Surprise_Model5_1Female_3African_1Young.mp4,2,3
30,0.938858523,3,Happy,Female,African,Old,faces,1Happy_Model3_1Female_3African_2Old.mp4,2,2
41,0.731362038,1,Pleasure,Female,African,Young,faces,8Pleasure_Model1_1Female_3African_1Young.mp4,2,3
88,0.821415833,2,Pain,Female,EA,Old,faces,7Pain_Model2_1Female_2EA_2Old.mp4,2,2
32,0.767091021,2,Sad,Male,WC,Old,faces,6Sad_Model2_2Male_1WC_2Old.mp4,2,2
18,0.114685624,1,Sad,Female,African,Old,faces,6Sad_Model1_1Female_3African_2Old.mp4,2,2
41,0.501560679,3,Sad,Female,African,Young,faces,6Sad_Model3_1Female_3African_1Young.mp4,2,2
67,0.780347271,4,Fear,Male,WC,Young,faces,3Fear_Model4_2Male_1WC_1Young.mp4,2,2
32,0.264581857,3,Happy,Male,WC,Old,faces,1Happy_Model3_2Male_1WC_2Old.mp4,2,4
56,0.934770461,3,Fear,Male,WC,Old,faces,3Fear_Model3_2Male_1WC_2Old.mp4,2,1
1,0.764164052,2,Disgust,Female,WC,Young,faces,4Disgust_Model2_1Female_1WC_1Young.mp4,2,2
10,0.804591128,3,Pain,Male,EA,Old,faces,7Pain_Model3_2Male_2EA_2Old.mp4,2,1
86,0.188071133,4,Anger,Female,WC,Old,faces,5Anger_Model4_1Female_1WC_2Old.mp4,2,2
26,0.701774862,2,Sad,Female,WC,Old,faces,6Sad_Model2_1Female_1WC_2Old.mp4,2,2
30,0.073831912,5,Pain,Female,African,Old,faces,7Pain_Model5_1Female_3African_2Old.mp4,2,2
48,0.666402989,5,Disgust,Male,African,Old,faces,4Disgust_Model5_2Male_3African_2Old.mp4,2,1
60,0.994211181,5,Happy,Male,African,Old,faces,1Happy_Model5_2Male_3African_2Old.mp4,2,1
41,0.308235289,5,Disgust,Female,African,Young,faces,4Disgust_Model5_1Female_3African_1Young.mp4,2,1
92,0.581973833,2,Pain,Male,WC,Old,faces,7Pain_Model2_2Male_1WC_2Old.mp4,2,2
80,0.579739609,2,Surprise,Male,WC,Old,faces,2Surprise_Model2_2Male_1WC_2Old.mp4,2,2
9,0.912371493,4,Surprise,Male,EA,Young,faces,2Surprise_Model4_2Male_2EA_1Young.mp4,2,2
94,0.331222376,5,Pleasure,Male,EA,Old,faces,8Pleasure_Model5_2Male_2EA_2Old.mp4,2,1
11,0.210463577,1,Happy,Male,African,Young,faces,1Happy_Model1_2Male_3African_1Young.mp4,2,1
70,0.993357249,4,Fear,Male,EA,Old,faces,3Fear_Model4_2Male_2EA_2Old.mp4,2,2
31,0.872150285,2,Sad,Male,WC,Young,faces,6Sad_Model2_2Male_1WC_1Young.mp4,2,1
87,0.022287522,2,Pain,Female,EA,Young,faces,7Pain_Model2_1Female_2EA_1Young.mp4,2,1
3,0.671597727,5,Anger,Female,EA,Young,faces,5Anger_Model5_1Female_2EA_1Young.mp4,2,3
90,0.414361326,5,Pleasure,Female,African,Old,faces,8Pleasure_Model5_1Female_3African_2Old.mp4,2,3
84,0.363383839,3,Anger,Male,African,Old,faces,5Anger_Model3_2Male_3African_2Old.mp4,2,4
68,0.288520084,3,Pleasure,Male,WC,Old,faces,8Pleasure_Model3_2Male_1WC_2Old.mp4,2,2
11,0.609721096,3,Pain,Male,African,Young,faces,7Pain_Model3_2Male_3African_1Young.mp4,2,2
19,0.47775204,3,Disgust,Male,WC,Young,faces,4Disgust_Model3_2Male_1WC_1Young.mp4,2,1
4,0.999943044,5,Anger,Female,EA,Old,faces,5Anger_Model5_1Female_2EA_2Old.mp4,2,2
81,0.3965048,1,Pain,Male,EA,Young,faces,7Pain_Model1_2Male_2EA_1Young.mp4,2,1
36,0.084622677,1,Fear,Male,African,Old,faces,3Fear_Model1_2Male_3African_2Old.mp4,2,3
84,0.96394296,2,Surprise,Male,African,Old,faces,2Surprise_Model2_2Male_3African_2Old.mp4,2,3
55,0.254956534,1,Anger,Male,WC,Young,faces,5Anger_Model1_2Male_1WC_1Young.mp4,2,2
41,0.672060431,2,Fear,Female,African,Young,faces,3Fear_Model2_1Female_3African_1Young.mp4,2,2
22,0.053586652,1,Sad,Male,EA,Old,faces,6Sad_Model1_2Male_2EA_2Old.mp4,2,2
84,0.413921336,1,Pain,Male,African,Old,faces,7Pain_Model1_2Male_3African_2Old.mp4,2,2
57,0.980955607,2,Pleasure,Male,EA,Young,faces,8Pleasure_Model2_2Male_2EA_1Young.mp4,2,2
86,0.258787635,1,Disgust,Female,WC,Old,faces,4Disgust_Model1_1Female_1WC_2Old.mp4,2,2
40,0.275404319,1,Pleasure,Female,EA,Old,faces,8Pleasure_Model1_1Female_2EA_2Old.mp4,2,2
15,0.625176986,5,Surprise,Female,EA,Young,faces,2Surprise_Model5_1Female_2EA_1Young.mp4,2,1
42,0.512578001,5,Disgust,Female,African,Old,faces,4Disgust_Model5_1Female_3African_2Old.mp4,2,1
27,0.530683394,1,Fear,Female,EA,Young,faces,3Fear_Model1_1Female_2EA_1Young.mp4,2,3
71,0.037959864,3,Pleasure,Male,African,Young,faces,8Pleasure_Model3_2Male_3African_1Young.mp4,2,1
54,0.603215271,3,Fear,Female,African,Old,faces,3Fear_Model3_1Female_3African_2Old.mp4,2,5
23,0.664062092,5,Surprise,Male,African,Young,faces,2Surprise_Model5_2Male_3African_1Young.mp4,2,1
39,0.627573723,1,Pleasure,Female,EA,Young,faces,8Pleasure_Model1_1Female_2EA_1Young.mp4,2,2
85,0.886253659,5,Pleasure,Female,WC,Young,faces,8Pleasure_Model5_1Female_1WC_1Young.mp4,2,2
10,0.239336976,4,Surprise,Male,EA,Old,faces,2Surprise_Model4_2Male_2EA_2Old.mp4,2,2
14,0.383663131,4,Pain,Female,WC,Old,faces,7Pain_Model4_1Female_1WC_2Old.mp4,2,1
9,0.230670784,1,Happy,Male,EA,Young,faces,1Happy_Model1_2Male_2EA_1Young.mp4,2,2
74,0.838140445,2,Surprise,Female,WC,Old,faces,2Surprise_Model2_1Female_1WC_2Old.mp4,2,1
66,0.019584209,2,Anger,Female,African,Old,faces,5Anger_Model2_1Female_3African_2Old.mp4,2,2
17,0.63685221,4,Pain,Female,African,Young,faces,7Pain_Model4_1Female_3African_1Young.mp4,2,2
40,0.609506155,3,Sad,Female,EA,Old,faces,6Sad_Model3_1Female_2EA_2Old.mp4,2,1
64,0.193612945,4,Fear,Female,EA,Old,faces,3Fear_Model4_1Female_2EA_2Old.mp4,2,3
72,0.214369998,3,Pleasure,Male,African,Old,faces,8Pleasure_Model3_2Male_3African_2Old.mp4,2,2
51,0.870398434,5,Happy,Female,EA,Young,faces,1Happy_Model5_1Female_2EA_1Young.mp4,2,2
88,0.785631237,3,Surprise,Female,EA,Old,faces,2Surprise_Model3_1Female_2EA_2Old.mp4,2,1
14,0.12921653,2,Happy,Female,WC,Old,faces,1Happy_Model2_1Female_1WC_2Old.mp4,2,1
8,0.491008599,2,Disgust,Male,WC,Old,faces,4Disgust_Model2_2Male_1WC_2Old.mp4,2,2
92,0.409660738,4,Anger,Male,WC,Old,faces,5Anger_Model4_2Male_1WC_2Old.mp4,2,2
29,0.138026025,3,Happy,Female,African,Young,faces,1Happy_Model3_1Female_3African_1Young.mp4,2,2
85,0.229599626,4,Anger,Female,WC,Young,faces,5Anger_Model4_1Female_1WC_1Young.mp4,2,1
73,0.889355167,5,Fear,Female,WC,Young,faces,3Fear_Model5_1Female_1WC_1Young.mp4,2,3
24,0.905524429,1,Sad,Male,African,Old,faces,6Sad_Model1_2Male_3African_2Old.mp4,2,2
83,0.078717585,5,Fear,Male,African,Young,faces,3Fear_Model5_2Male_3African_1Young.mp4,2,3
69,0.354627334,4,Fear,Male,EA,Young,faces,3Fear_Model4_2Male_2EA_1Young.mp4,2,2
19,0.591568984,4,Pain,Male,WC,Young,faces,7Pain_Model4_2Male_1WC_1Young.mp4,2,2
62,0.21018914,3,Pleasure,Female,WC,Old,faces,8Pleasure_Model3_1Female_1WC_2Old.mp4,2,3
95,0.518450019,1,Disgust,Male,African,Young,faces,4Disgust_Model1_2Male_3African_1Young.mp4,2,1
34,0.860404051,3,Happy,Male,EA,Old,faces,1Happy_Model3_2Male_2EA_2Old.mp4,2,1
85,0.261846261,3,Surprise,Female,WC,Young,faces,2Surprise_Model3_1Female_1WC_1Young.mp4,2,3
55,0.336452902,5,Happy,Male,WC,Young,faces,1Happy_Model5_2Male_1WC_1Young.mp4,2,2
45,0.028500606,3,Sad,Male,EA,Young,faces,6Sad_Model3_2Male_2EA_1Young.mp4,2,2
10,0.401245891,2,Disgust,Male,EA,Old,faces,4Disgust_Model2_2Male_2EA_2Old.mp4,2,4
40,0.972260336,5,Disgust,Female,EA,Old,faces,4Disgust_Model5_1Female_2EA_2Old.mp4,2,1
33,0.249821197,4,Disgust,Male,EA,Young,faces,4Disgust_Model4_2Male_2EA_1Young.mp4,2,3
59,0.355890922,4,Sad,Male,African,Young,faces,6Sad_Model4_2Male_3African_1Young.mp4,2,2
49,0.076956373,4,Sad,Female,WC,Young,faces,6Sad_Model4_1Female_1WC_1Young.mp4,2,3
70,0.049362096,2,Anger,Male,EA,Old,faces,5Anger_Model2_2Male_2EA_2Old.mp4,2,2
27,0.44272389,2,Sad,Female,EA,Young,faces,6Sad_Model2_1Female_2EA_1Young.mp4,2,1
19,0.142461752,5,Surprise,Male,WC,Young,faces,2Surprise_Model5_2Male_1WC_1Young.mp4,2,1
20,0.152693079,5,Surprise,Male,WC,Old,faces,2Surprise_Model5_2Male_1WC_2Old.mp4,3,2
10,0.715530899,1,Happy,Male,EA,Old,faces,1Happy_Model1_2Male_2EA_2Old.mp4,3,1
82,0.513306678,3,Anger,Male,EA,Old,faces,5Anger_Model3_2Male_2EA_2Old.mp4,3,1
52,0.908947364,5,Happy,Female,EA,Old,faces,1Happy_Model5_1Female_2EA_2Old.mp4,3,2
80,0.711305411,1,Pain,Male,WC,Old,faces,7Pain_Model1_2Male_1WC_2Old.mp4,3,1
39,0.845740881,4,Happy,Female,EA,Young,faces,1Happy_Model4_1Female_2EA_1Young.mp4,3,5
67,0.886698565,5,Sad,Male,WC,Young,faces,6Sad_Model5_2Male_1WC_1Young.mp4,3,1
61,0.563854219,5,Sad,Female,WC,Young,faces,6Sad_Model5_1Female_1WC_1Young.mp4,3,1
34,0.328176029,4,Disgust,Male,EA,Old,faces,4Disgust_Model4_2Male_2EA_2Old.mp4,3,1
57,0.857700981,4,Sad,Male,EA,Young,faces,6Sad_Model4_2Male_2EA_1Young.mp4,3,1
81,0.091785661,3,Anger,Male,EA,Young,faces,5Anger_Model3_2Male_2EA_1Young.mp4,3,3
73,0.623311609,2,Surprise,Female,WC,Young,faces,2Surprise_Model2_1Female_1WC_1Young.mp4,3,2
89,0.92587514,5,Pleasure,Female,African,Young,faces,8Pleasure_Model5_1Female_3African_1Young.mp4,3,3
54,0.678718563,4,Sad,Female,African,Old,faces,6Sad_Model4_1Female_3African_2Old.mp4,3,2
70,0.166697914,1,Surprise,Male,EA,Old,faces,2Surprise_Model1_2Male_2EA_2Old.mp4,3,2
91,0.398990105,4,Anger,Male,WC,Young,faces,5Anger_Model4_2Male_1WC_1Young.mp4,3,2
8,0.57987836,1,Happy,Male,WC,Old,faces,1Happy_Model1_2Male_1WC_2Old.mp4,3,2
41,0.222002136,4,Happy,Female,African,Young,faces,1Happy_Model4_1Female_3African_1Young.mp4,3,2
35,0.944604693,1,Fear,Male,African,Young,faces,3Fear_Model1_2Male_3African_1Young.mp4,3,4
5,0.861364777,3,Pain,Female,African,Young,faces,7Pain_Model3_1Female_3African_1Young.mp4,3,1
91,0.070318953,3,Surprise,Male,WC,Young,faces,2Surprise_Model3_2Male_1WC_1Young.mp4,3,2
26,0.233664234,5,Pain,Female,WC,Old,faces,7Pain_Model5_1Female_1WC_2Old.mp4,3,1
39,0.408764729,5,Disgust,Female,EA,Young,faces,4Disgust_Model5_1Female_2EA_1Young.mp4,3,2
16,0.352712117,1,Sad,Female,EA,Old,faces,6Sad_Model1_1Female_2EA_2Old.mp4,3,2
14,0.969198202,1,Sad,Female,WC,Old,faces,6Sad_Model1_1Female_1WC_2Old.mp4,3,2
29,0.447976595,4,Disgust,Female,African,Young,faces,4Disgust_Model4_1Female_3African_1Young.mp4,3,1
37,0.716815529,2,Fear,Female,WC,Young,faces,3Fear_Model2_1Female_1WC_1Young.mp4,3,1
34,0.982155733,2,Sad,Male,EA,Old,faces,6Sad_Model2_2Male_2EA_2Old.mp4,3,1
42,0.114586024,4,Happy,Female,African,Old,faces,1Happy_Model4_1Female_3African_2Old.mp4,3,2
50,0.297387386,1,Anger,Female,WC,Old,faces,5Anger_Model1_1Female_1WC_2Old.mp4,3,2
82,0.190389259,4,Pleasure,Male,EA,Old,faces,8Pleasure_Model4_2Male_2EA_2Old.mp4,3,2
50,0.137891227,3,Fear,Female,WC,Old,faces,3Fear_Model3_1Female_1WC_2Old.mp4,3,1
24,0.500467247,4,Pain,Male,African,Old,faces,7Pain_Model4_2Male_3African_2Old.mp4,3,1
18,0.32305198,3,Disgust,Female,African,Old,faces,4Disgust_Model3_1Female_3African_2Old.mp4,3,2
85,0.253047012,2,Pain,Female,WC,Young,faces,7Pain_Model2_1Female_1WC_1Young.mp4,3,1
39,0.808309162,3,Sad,Female,EA,Young,faces,6Sad_Model3_1Female_2EA_1Young.mp4,3,1
91,0.927519016,5,Pleasure,Male,WC,Young,faces,8Pleasure_Model5_2Male_1WC_1Young.mp4,3,3
32,0.332623145,1,Fear,Male,WC,Old,faces,3Fear_Model1_2Male_1WC_2Old.mp4,3,3
9,0.041550201,3,Pain,Male,EA,Young,faces,7Pain_Model3_2Male_2EA_1Young.mp4,3,4
23,0.489114821,4,Pain,Male,African,Young,faces,7Pain_Model4_2Male_3African_1Young.mp4,3,2
20,0.61036461,1,Sad,Male,WC,Old,faces,6Sad_Model1_2Male_1WC_2Old.mp4,3,2
81,0.953638555,2,Surprise,Male,EA,Young,faces,2Surprise_Model2_2Male_2EA_1Young.mp4,3,1
11,0.139620544,2,Disgust,Male,African,Young,faces,4Disgust_Model2_2Male_3African_1Young.mp4,3,2
36,0.459373581,2,Sad,Male,African,Old,faces,6Sad_Model2_2Male_3African_2Old.mp4,3,1
77,0.449344435,5,Fear,Female,African,Young,faces,3Fear_Model5_1Female_3African_1Young.mp4,3,3
11,0.897429956,4,Surprise,Male,African,Young,faces,2Surprise_Model4_2Male_3African_1Young.mp4,3,3
59,0.052752756,5,Happy,Male,African,Young,faces,1Happy_Model5_2Male_3African_1Young.mp4,3,2
35,0.042379055,2,Sad,Male,African,Young,faces,6Sad_Model2_2Male_3African_1Young.mp4,3,2
78,0.156703719,4,Pleasure,Female,African,Old,faces,8Pleasure_Model4_1Female_3African_2Old.mp4,3,2
96,0.094680426,1,Disgust,Male,African,Old,faces,4Disgust_Model1_2Male_3African_2Old.mp4,3,2
5,0.586014881,4,Surprise,Female,African,Young,faces,2Surprise_Model4_1Female_3African_1Young.mp4,3,2
2,0.490635078,2,Disgust,Female,WC,Old,faces,4Disgust_Model2_1Female_1WC_2Old.mp4,3,2
51,0.14009493,1,Anger,Female,EA,Young,faces,5Anger_Model1_1Female_2EA_1Young.mp4,3,2
80,0.771263972,3,Anger,Male,WC,Old,faces,5Anger_Model3_2Male_1WC_2Old.mp4,3,1
50,0.83703112,5,Happy,Female,WC,Old,faces,1Happy_Model5_1Female_1WC_2Old.mp4,3,1
33,0.774655016,1,Fear,Male,EA,Young,faces,3Fear_Model1_2Male_2EA_1Young.mp4,3,3
12,0.88583987,5,Anger,Male,African,Old,faces,5Anger_Model5_2Male_3African_2Old.mp4,3,1
59,0.235942838,1,Anger,Male,African,Young,faces,5Anger_Model1_2Male_3African_1Young.mp4,3,5
21,0.424959188,2,Happy,Male,EA,Young,faces,1Happy_Model2_2Male_2EA_1Young.mp4,3,1
